,Unnamed: 0,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
894,7510,HOU,75,2015-04-01,Home,SAC,W,115,111,41,89,0.461,18,40,0.45,15,25,0.6,14,42,24,14,13,17,17,48,96,0.5,7,14,0.5,8,16,0.5,20,57,30,9,9,21,22
898,7910,HOU,79,2015-04-10,Home,SAS,L,103,104,31,66,0.47,9,21,0.429,32,53,0.604,9,39,19,9,5,20,26,41,85,0.482,4,17,0.235,18,24,0.75,13,40,23,12,3,15,35
899,8010,HOU,80,2015-04-12,Home,NOP,W,121,114,39,73,0.534,9,24,0.375,34,48,0.708,9,40,16,6,6,11,18,44,91,0.484,11,27,0.407,15,22,0.682,13,39,22,6,2,10,30
901,8210,HOU,82,2015-04-15,Home,UTA,W,117,91,41,76,0.539,12,28,0.429,23,34,0.676,4,49,28,9,13,18,19,38,101,0.376,5,27,0.185,10,18,0.556,14,44,23,12,6,14,21
902,150,IND,1,2014-10-29,Home,PHI,W,103,91,38,81,0.469,8,25,0.32,19,28,0.679,14,50,22,5,13,17,24,34,89,0.382,6,21,0.286,17,30,0.567,15,42,17,10,5,11,29
903,250,IND,2,2014-10-31,Home,MEM,L,89,97,34,74,0.459,8,21,0.381,13,16,0.813,11,46,19,5,3,18,15,35,79,0.443,7,19,0.368,20,27,0.741,11,40,20,11,2,9,21
905,450,IND,4,2014-11-04,Home,MIL,L,81,87,31,78,0.397,6,24,0.25,13,22,0.591,15,47,14,4,9,17,17,37,83,0.446,7,21,0.333,6,7,0.857,9,39,20,12,5,12,22
908,750,IND,7,2014-11-08,Home,WAS,L,90,97,33,77,0.429,8,24,0.333,16,25,0.64,8,38,11,5,3,18,24,39,81,0.481,2,11,0.182,17,23,0.739,13,49,23,8,4,14,25
909,830,IND,8,2014-11-10,Home,UTA,W,97,86,39,90,0.433,6,15,0.4,13,15,0.867,13,44,16,3,3,7,19,32,74,0.432,6,21,0.286,16,21,0.762,5,37,18,5,6,11,18
911,1011,IND,10,2014-11-14,Home,DEN,L,87,108,34,84,0.405,8,22,0.364,11,22,0.5,11,42,17,2,7,13,19,43,87,0.494,8,23,0.348,14,25,0.56,13,46,20,8,5,8,25
913,1213,IND,12,2014-11-19,Home,CHO,W,88,86,35,78,0.449,2,15,0.133,16,24,0.667,14,51,15,3,3,11,13,37,86,0.43,5,14,0.357,7,12,0.583,12,41,18,6,6,5,21
914,1311,IND,13,2014-11-22,Home,PHO,L,83,106,31,84,0.369,7,23,0.304,14,20,0.7,15,47,18,9,5,14,20,38,85,0.447,12,31,0.387,18,20,0.9,13,51,17,10,4,12,19
917,1611,IND,16,2014-11-28,Home,ORL,W,98,83,41,94,0.436,4,16,0.25,12,14,0.857,17,53,25,7,3,11,17,31,70,0.443,7,18,0.389,14,16,0.875,2,32,16,7,5,18,17
922,2115,IND,21,2014-12-08,Home,ATL,L,92,108,37,84,0.44,9,27,0.333,9,17,0.529,8,42,23,6,2,17,22,40,77,0.519,9,21,0.429,19,27,0.704,6,47,27,11,7,16,20
923,2213,IND,22,2014-12-10,Home,LAC,L,96,103,35,89,0.393,9,27,0.333,17,22,0.773,12,43,27,6,1,11,18,42,88,0.477,7,24,0.292,12,14,0.857,10,50,25,7,7,12,17
925,2411,IND,24,2014-12-13,Home,POR,L,85,95,34,88,0.386,4,15,0.267,13,16,0.813,12,49,16,8,2,13,18,40,90,0.444,5,17,0.294,10,12,0.833,11,46,21,9,5,12,21
926,2511,IND,25,2014-12-15,Home,LAL,W,110,91,40,83,0.482,7,17,0.412,23,27,0.852,11,53,21,7,2,13,20,29,88,0.33,10,26,0.385,23,29,0.793,11,38,14,10,5,9,20
930,2911,IND,29,2014-12-23,Home,NOP,W,96,84,39,78,0.5,5,15,0.333,13,18,0.722,3,38,24,9,12,9,19,33,83,0.398,4,20,0.2,14,19,0.737,9,46,15,4,2,15,18
933,3213,IND,32,2014-12-29,Home,CHI,L,90,92,36,83,0.434,5,13,0.385,13,21,0.619,7,44,18,5,8,13,25,29,84,0.345,5,13,0.385,29,33,0.879,14,46,17,8,7,10,16
934,3311,IND,33,2014-12-31,Home,MIA,W,106,95,35,79,0.443,10,18,0.556,26,30,0.867,11,39,23,4,4,10,18,38,77,0.494,5,16,0.313,14,18,0.778,8,36,20,5,8,11,24
939,3811,IND,38,2015-01-09,Home,BOS,W,107,103,34,92,0.37,9,23,0.391,30,34,0.882,16,56,21,5,9,16,18,41,103,0.398,10,34,0.294,11,16,0.688,13,50,25,10,7,10,27
941,4011,IND,40,2015-01-13,Home,MIN,L,101,110,39,80,0.488,5,18,0.278,18,30,0.6,10,41,22,9,5,17,19,41,87,0.471,10,20,0.5,18,19,0.947,7,34,22,11,3,15,23
942,4115,IND,41,2015-01-16,Home,DET,L,96,98,40,89,0.449,6,18,0.333,10,12,0.833,12,44,22,8,4,12,20,32,85,0.376,13,31,0.419,21,24,0.875,15,49,17,6,5,15,17
948,4711,IND,47,2015-01-27,Home,TOR,L,91,104,34,82,0.415,7,18,0.389,16,23,0.696,11,43,22,4,3,14,22,34,73,0.466,9,26,0.346,27,34,0.794,8,42,21,9,6,10,27
949,4811,IND,48,2015-01-29,Home,NYK,W,103,82,42,79,0.532,6,18,0.333,13,18,0.722,8,49,25,4,4,11,16,34,81,0.42,5,16,0.313,9,13,0.692,6,33,22,3,6,10,18
950,4911,IND,49,2015-01-31,Home,SAC,L,94,99,33,80,0.413,5,25,0.2,23,25,0.92,9,40,22,8,5,14,22,34,80,0.425,5,15,0.333,26,29,0.897,9,46,16,8,1,12,27
951,5011,IND,50,2015-02-04,Home,DET,W,114,109,46,77,0.597,12,21,0.571,10,18,0.556,8,37,28,5,4,11,15,43,87,0.494,12,24,0.5,11,15,0.733,12,35,23,7,2,10,18
952,5115,IND,51,2015-02-06,Home,CLE,W,103,99,37,79,0.468,8,21,0.381,21,26,0.808,9,41,26,9,2,8,14,40,89,0.449,11,35,0.314,8,12,0.667,15,43,18,6,3,15,20
954,5311,IND,53,2015-02-09,Home,SAS,L,93,95,36,88,0.409,8,21,0.381,13,13,1.0,11,50,24,4,6,12,15,37,89,0.416,6,25,0.24,15,17,0.882,8,42,18,8,7,7,13
957,5611,IND,56,2015-02-22,Home,GSW,W,104,98,39,81,0.481,8,19,0.421,18,23,0.783,7,46,20,3,4,15,23,34,89,0.382,9,26,0.346,21,22,0.955,13,45,19,9,5,9,25
959,5811,IND,58,2015-02-27,Home,CLE,W,93,86,34,80,0.425,6,17,0.353,19,29,0.655,8,48,23,8,7,8,17,33,92,0.359,9,29,0.31,11,14,0.786,14,49,20,3,7,15,23
960,5911,IND,59,2015-03-01,Home,PHI,W,94,74,36,88,0.409,3,18,0.167,19,25,0.76,13,53,17,11,9,12,15,29,84,0.345,5,24,0.208,11,17,0.647,10,47,10,8,6,16,25
961,6011,IND,60,2015-03-04,Home,NYK,W,105,82,38,80,0.475,10,22,0.455,19,24,0.792,8,40,21,8,8,11,21,30,76,0.395,6,16,0.375,16,23,0.696,11,45,16,6,4,19,20
962,6115,IND,61,2015-03-06,Home,CHI,W,98,84,34,80,0.425,6,20,0.3,24,33,0.727,15,51,23,7,4,11,22,31,86,0.36,5,23,0.217,17,19,0.895,14,44,20,5,3,11,25
964,6311,IND,63,2015-03-10,Home,ORL,W,118,86,45,85,0.529,17,34,0.5,11,12,0.917,11,49,37,6,5,13,15,34,92,0.37,4,17,0.235,14,20,0.7,19,45,15,9,7,10,17
965,6411,IND,64,2015-03-12,Home,MIL,W,109,103,39,79,0.494,9,22,0.409,22,28,0.786,6,48,24,7,7,20,33,35,91,0.385,4,14,0.286,29,36,0.806,12,48,17,11,3,15,27
966,6511,IND,65,2015-03-14,Home,BOS,L,89,93,34,85,0.4,9,24,0.375,12,15,0.8,9,42,16,4,3,14,23,35,83,0.422,8,28,0.286,15,21,0.714,9,47,28,7,4,11,18
967,6611,IND,66,2015-03-16,Home,TOR,L,98,117,38,88,0.432,2,19,0.105,20,25,0.8,4,36,21,7,4,4,22,39,82,0.476,12,23,0.522,27,33,0.818,7,51,19,3,4,11,24
970,6911,IND,69,2015-03-21,Home,BRK,L,111,123,45,90,0.5,8,23,0.348,13,18,0.722,11,39,22,3,2,9,23,46,75,0.613,6,12,0.5,25,31,0.806,3,35,21,4,4,8,18
971,7011,IND,70,2015-03-23,Home,HOU,L,100,110,40,90,0.444,8,24,0.333,12,19,0.632,16,40,21,7,5,18,23,31,65,0.477,13,24,0.542,35,37,0.946,4,35,16,11,5,19,25
974,7311,IND,73,2015-03-29,Home,DAL,W,104,99,38,76,0.5,10,17,0.588,18,26,0.692,4,43,23,6,6,15,25,40,90,0.444,6,15,0.4,13,19,0.684,9,41,20,5,3,12,25
977,7611,IND,76,2015-04-03,Home,CHO,W,93,74,36,83,0.434,8,16,0.5,13,18,0.722,15,55,20,13,4,20,20,28,80,0.35,4,18,0.222,14,20,0.7,10,42,15,10,5,18,13
978,7711,IND,77,2015-04-05,Home,MIA,W,112,89,37,85,0.435,14,30,0.467,24,36,0.667,20,55,23,6,7,11,22,37,82,0.451,2,20,0.1,13,19,0.684,7,37,15,7,7,14,25
981,8011,IND,80,2015-04-12,Home,OKC,W,116,104,42,79,0.532,10,20,0.5,22,35,0.629,9,52,25,4,3,12,26,41,95,0.432,11,28,0.393,11,28,0.393,15,43,18,5,4,8,28
982,8112,IND,81,2015-04-14,Home,WAS,W,99,95,40,105,0.381,9,30,0.3,10,17,0.588,14,56,22,5,9,13,17,37,104,0.356,7,24,0.292,14,17,0.824,13,59,22,8,2,11,22
984,160,LAC,1,2014-10-30,Home,OKC,W,93,90,34,87,0.391,7,30,0.233,18,25,0.72,14,33,17,10,4,11,27,28,65,0.431,6,21,0.286,28,34,0.824,8,47,23,5,2,22,27
986,360,LAC,3,2014-11-02,Home,SAC,L,92,98,33,88,0.375,9,31,0.29,17,21,0.81,11,35,23,10,7,8,25,34,68,0.5,3,10,0.3,27,33,0.818,9,46,21,4,11,19,22
987,460,LAC,4,2014-11-03,Home,UTA,W,107,101,41,81,0.506,10,23,0.435,15,17,0.882,5,35,28,6,6,10,17,36,77,0.468,10,27,0.37,19,24,0.792,9,43,24,4,2,17,20
989,660,LAC,6,2014-11-08,Home,POR,W,106,102,40,81,0.494,5,12,0.417,21,30,0.7,8,37,17,8,4,7,19,36,80,0.45,10,25,0.4,20,25,0.8,9,43,25,2,3,16,26
990,760,LAC,7,2014-11-10,Home,SAS,L,85,89,33,74,0.446,5,22,0.227,14,17,0.824,8,44,26,6,8,15,20,33,83,0.398,2,19,0.105,21,27,0.778,10,39,20,11,4,8,17
991,831,LAC,8,2014-11-15,Home,PHO,W,120,107,36,68,0.529,14,29,0.483,34,43,0.791,4,47,24,5,12,20,26,38,99,0.384,11,30,0.367,20,23,0.87,16,43,26,9,3,10,30
992,912,LAC,9,2014-11-17,Home,CHI,L,89,105,36,81,0.444,7,23,0.304,10,22,0.455,9,40,20,2,5,12,21,39,80,0.488,10,26,0.385,17,25,0.68,9,45,28,7,2,8,24
1000,1712,LAC,17,2014-12-01,Home,MIN,W,127,101,41,80,0.513,15,34,0.441,30,36,0.833,9,50,33,5,7,14,26,35,82,0.427,2,12,0.167,29,40,0.725,6,32,26,9,3,10,27
1001,1812,LAC,18,2014-12-03,Home,ORL,W,114,86,42,78,0.538,12,31,0.387,18,25,0.72,6,44,32,11,6,17,17,33,79,0.418,7,20,0.35,13,25,0.52,6,34,21,11,2,16,24
1002,1912,LAC,19,2014-12-06,Home,NOP,W,120,100,43,78,0.551,17,32,0.531,17,24,0.708,6,38,34,7,6,7,20,38,80,0.475,8,23,0.348,16,25,0.64,12,45,26,4,2,11,18
1003,2012,LAC,20,2014-12-08,Home,PHO,W,121,120,44,96,0.458,9,31,0.29,24,30,0.8,10,45,27,7,5,11,22,44,91,0.484,16,37,0.432,16,20,0.8,7,43,32,9,3,16,28
1007,2412,LAC,24,2014-12-15,Home,DET,W,113,91,43,80,0.538,12,24,0.5,15,20,0.75,12,41,35,9,3,14,21,35,83,0.422,8,27,0.296,13,22,0.591,17,41,23,10,3,17,19
1008,2512,LAC,25,2014-12-17,Home,IND,W,102,100,34,78,0.436,6,18,0.333,28,45,0.622,14,51,20,7,4,12,15,40,90,0.444,4,19,0.211,16,23,0.696,14,43,27,6,4,12,30
1010,2712,LAC,27,2014-12-20,Home,MIL,W,106,102,37,81,0.457,12,26,0.462,20,27,0.741,11,41,29,10,4,12,18,43,81,0.531,8,24,0.333,8,15,0.533,10,46,29,6,1,18,26
1013,3012,LAC,30,2014-12-25,Home,GSW,W,100,86,34,87,0.391,9,32,0.281,23,31,0.742,11,50,18,10,4,13,20,34,80,0.425,6,28,0.214,12,22,0.545,8,44,24,11,4,16,21
1014,3116,LAC,31,2014-12-27,Home,TOR,L,98,110,37,81,0.457,12,25,0.48,12,15,0.8,9,43,26,4,7,14,19,41,86,0.477,13,34,0.382,15,19,0.789,12,43,25,7,1,9,17
1015,3214,LAC,32,2014-12-29,Home,UTA,W,101,97,37,81,0.457,10,23,0.435,17,22,0.773,7,41,24,7,12,14,16,38,92,0.413,8,19,0.421,13,22,0.591,18,52,26,7,3,13,22
1016,3312,LAC,33,2014-12-31,Home,NYK,W,99,78,36,82,0.439,15,34,0.441,12,20,0.6,5,50,28,6,3,10,13,32,84,0.381,4,17,0.235,10,15,0.667,7,40,24,6,2,7,19
1017,3412,LAC,34,2015-01-03,Home,PHI,W,127,91,46,85,0.541,15,37,0.405,20,26,0.769,9,43,33,13,3,8,19,32,79,0.405,9,25,0.36,18,26,0.692,15,45,17,7,1,21,19
1018,3512,LAC,35,2015-01-05,Home,ATL,L,98,107,33,74,0.446,7,25,0.28,25,33,0.758,8,45,23,5,5,21,25,36,81,0.444,13,27,0.481,22,33,0.667,7,41,25,13,2,12,23
1019,3612,LAC,36,2015-01-07,Home,LAL,W,114,89,40,85,0.471,12,33,0.364,22,30,0.733,8,42,29,9,5,6,16,37,85,0.435,5,20,0.25,10,17,0.588,9,46,21,3,1,12,20
1020,3712,LAC,37,2015-01-10,Home,DAL,W,120,100,46,88,0.523,13,31,0.419,15,21,0.714,9,47,31,8,5,10,17,38,86,0.442,12,30,0.4,12,17,0.706,8,40,29,4,2,11,18
1021,3812,LAC,38,2015-01-11,Home,MIA,L,90,104,34,75,0.453,9,26,0.346,13,18,0.722,6,27,17,4,2,13,24,39,81,0.481,6,21,0.286,20,24,0.833,15,46,28,8,5,12,20
1023,4012,LAC,40,2015-01-16,Home,CLE,L,121,126,43,91,0.473,10,29,0.345,25,36,0.694,17,43,26,9,1,13,21,46,83,0.554,10,23,0.435,24,31,0.774,12,44,23,9,3,19,30
1025,4214,LAC,42,2015-01-19,Home,BOS,W,102,93,39,82,0.476,9,21,0.429,15,19,0.789,10,44,27,6,10,11,14,33,84,0.393,12,29,0.414,15,21,0.714,12,43,24,6,2,13,14
1026,4312,LAC,43,2015-01-22,Home,BRK,W,123,84,49,83,0.59,11,25,0.44,14,21,0.667,9,48,41,8,9,14,17,33,88,0.375,4,21,0.19,14,25,0.56,15,40,17,11,3,12,14
1028,4512,LAC,45,2015-01-26,Home,DEN,W,102,98,38,80,0.475,7,19,0.368,19,22,0.864,10,45,25,10,8,13,17,40,83,0.482,8,21,0.381,10,15,0.667,8,38,26,7,4,10,15
1037,5412,LAC,54,2015-02-11,Home,HOU,W,110,95,39,81,0.481,4,22,0.182,28,45,0.622,12,49,25,13,3,15,24,34,87,0.391,9,45,0.2,18,22,0.818,14,41,26,6,6,17,33
1038,5512,LAC,55,2015-02-19,Home,SAS,W,119,115,42,77,0.545,8,19,0.421,27,52,0.519,10,43,26,10,4,12,22,43,84,0.512,10,28,0.357,19,23,0.826,5,38,34,6,2,16,32
1039,5612,LAC,56,2015-02-21,Home,SAC,W,126,99,46,95,0.484,14,35,0.4,20,28,0.714,11,54,31,9,11,11,29,30,88,0.341,4,16,0.25,35,46,0.761,14,55,18,4,7,17,17
1040,5712,LAC,57,2015-02-23,Home,MEM,L,87,90,35,79,0.443,9,27,0.333,8,12,0.667,5,40,21,6,10,13,16,33,81,0.407,5,15,0.333,19,26,0.731,8,42,22,10,4,10,13
1045,6214,LAC,62,2015-03-04,Home,POR,L,93,98,37,96,0.385,11,31,0.355,8,18,0.444,9,51,25,6,4,9,26,34,87,0.391,8,32,0.25,22,29,0.759,10,61,19,3,4,15,21
1047,6412,LAC,64,2015-03-09,Home,MIN,W,89,76,35,79,0.443,11,31,0.355,8,15,0.533,9,42,30,11,2,15,23,31,83,0.373,2,8,0.25,12,21,0.571,12,50,25,12,2,15,19
1050,6712,LAC,67,2015-03-15,Home,HOU,L,98,100,36,82,0.439,12,26,0.462,14,24,0.583,8,50,24,8,8,20,30,32,86,0.372,7,30,0.233,29,36,0.806,11,43,17,7,3,12,22
1051,6812,LAC,68,2015-03-17,Home,CHO,W,99,92,35,77,0.455,9,24,0.375,20,28,0.714,7,44,24,7,4,12,26,32,79,0.405,5,14,0.357,23,29,0.793,9,43,20,6,4,13,23
1053,7012,LAC,70,2015-03-20,Home,WAS,W,113,99,45,86,0.523,12,23,0.522,11,17,0.647,8,46,33,5,6,14,21,37,86,0.43,6,19,0.316,19,23,0.826,8,36,27,6,2,9,16
1054,7116,LAC,71,2015-03-22,Home,NOP,W,107,100,42,91,0.462,7,23,0.304,16,23,0.696,16,42,25,10,7,10,17,38,75,0.507,12,22,0.545,12,16,0.75,9,41,21,7,4,18,21
1058,7512,LAC,75,2015-03-31,Home,GSW,L,106,110,36,82,0.439,6,22,0.273,28,33,0.848,10,41,19,4,8,11,24,38,85,0.447,8,21,0.381,26,34,0.765,10,43,28,6,1,9,20
1062,7912,LAC,79,2015-04-07,Home,LAL,W,105,100,39,81,0.481,7,24,0.292,20,30,0.667,6,46,25,6,6,8,22,35,84,0.417,9,25,0.36,21,27,0.778,8,43,24,2,1,11,25
1063,8012,LAC,80,2015-04-11,Home,MEM,W,94,86,35,88,0.398,6,27,0.222,18,22,0.818,12,43,25,10,6,13,21,34,77,0.442,2,9,0.222,16,24,0.667,11,43,24,8,4,18,20
1064,8113,LAC,81,2015-04-13,Home,DEN,W,110,103,37,82,0.451,7,21,0.333,29,37,0.784,13,47,25,7,8,13,16,38,101,0.376,12,33,0.364,15,22,0.682,25,58,18,7,0,11,27
1066,170,LAL,1,2014-10-28,Home,HOU,L,90,108,28,79,0.354,3,10,0.3,31,39,0.795,11,36,16,7,3,11,32,31,73,0.425,12,29,0.414,34,50,0.68,14,47,22,7,3,13,30
1068,370,LAL,3,2014-10-31,Home,LAC,L,111,118,42,82,0.512,7,20,0.35,20,28,0.714,9,40,24,5,2,14,35,34,71,0.479,12,33,0.364,38,44,0.864,6,36,25,6,2,14,26
1070,570,LAL,5,2014-11-04,Home,PHO,L,106,112,35,88,0.398,6,16,0.375,30,41,0.732,18,49,16,7,8,12,25,41,91,0.451,6,18,0.333,24,31,0.774,13,52,28,6,7,13,29
1071,670,LAL,6,2014-11-09,Home,CHO,W,107,92,42,82,0.512,6,17,0.353,17,22,0.773,8,38,28,8,2,11,23,35,79,0.443,3,14,0.214,19,27,0.704,12,39,15,5,0,11,18
1074,913,LAL,9,2014-11-14,Home,SAS,L,80,93,28,75,0.373,2,12,0.167,22,31,0.71,11,46,17,6,5,13,13,33,80,0.413,10,23,0.435,17,20,0.85,7,44,28,9,2,10,23
1075,1013,LAL,10,2014-11-16,Home,GSW,L,115,136,39,99,0.394,3,16,0.188,34,43,0.791,20,48,17,9,4,7,27,46,86,0.535,14,28,0.5,30,34,0.882,11,51,32,4,5,16,26
1079,1413,LAL,14,2014-11-23,Home,DEN,L,94,101,33,89,0.371,3,24,0.125,25,34,0.735,9,50,15,10,6,13,28,34,90,0.378,10,37,0.27,23,38,0.605,14,57,20,7,2,16,28
1080,1513,LAL,15,2014-11-26,Home,MEM,L,93,99,33,81,0.407,8,19,0.421,19,24,0.792,12,42,16,6,9,11,18,36,80,0.45,5,22,0.227,22,25,0.88,10,45,25,7,6,14,20
1081,1613,LAL,16,2014-11-28,Home,MIN,L,119,120,48,89,0.539,8,21,0.381,15,22,0.682,12,35,27,12,1,14,22,45,79,0.57,10,18,0.556,20,24,0.833,6,31,37,8,1,18,20
1082,1713,LAL,17,2014-11-30,Home,TOR,W,129,122,47,96,0.49,10,24,0.417,25,34,0.735,12,54,24,4,7,10,21,45,104,0.433,9,34,0.265,23,31,0.742,14,53,25,6,6,8,28
1086,2117,LAL,21,2014-12-07,Home,NOP,L,87,104,36,90,0.4,5,19,0.263,10,15,0.667,7,34,18,4,6,7,15,43,83,0.518,8,18,0.444,10,15,0.667,9,50,28,2,4,15,14
1087,2215,LAL,22,2014-12-09,Home,SAC,W,98,95,38,96,0.396,5,25,0.2,17,25,0.68,14,45,27,9,6,5,23,32,70,0.457,7,15,0.467,24,37,0.649,9,48,20,3,3,16,25
1091,2613,LAL,26,2014-12-19,Home,OKC,L,103,104,41,85,0.482,10,25,0.4,11,15,0.733,5,43,28,3,5,10,21,37,86,0.43,8,21,0.381,22,29,0.759,11,42,21,5,8,7,16
1093,2813,LAL,28,2014-12-23,Home,GSW,W,115,105,46,89,0.517,12,26,0.462,11,17,0.647,13,42,28,11,10,16,15,39,84,0.464,12,26,0.462,15,17,0.882,11,39,20,8,2,19,18
1096,3117,LAL,31,2014-12-28,Home,PHO,L,107,116,42,81,0.519,12,20,0.6,11,20,0.55,4,35,22,8,6,17,19,44,87,0.506,9,22,0.409,19,24,0.792,8,45,24,12,5,12,15
1098,3313,LAL,33,2015-01-02,Home,MEM,L,106,109,43,81,0.531,6,19,0.316,14,19,0.737,5,38,24,10,8,13,28,41,84,0.488,6,14,0.429,21,31,0.677,13,46,27,7,4,12,15
1099,3413,LAL,34,2015-01-04,Home,IND,W,88,87,27,71,0.38,6,18,0.333,28,30,0.933,5,37,14,8,3,11,20,33,90,0.367,8,28,0.286,13,18,0.722,16,50,21,5,2,14,21
1102,3713,LAL,37,2015-01-09,Home,ORL,W,101,84,36,90,0.4,7,21,0.333,22,31,0.71,18,60,16,8,7,12,21,30,76,0.395,6,14,0.429,18,23,0.783,4,36,19,8,7,15,27
1103,3813,LAL,38,2015-01-11,Home,POR,L,94,106,36,81,0.444,7,22,0.318,15,19,0.789,7,45,29,2,4,13,22,41,86,0.477,13,31,0.419,11,17,0.647,6,43,28,5,0,11,18
1104,3913,LAL,39,2015-01-13,Home,MIA,L,75,78,29,92,0.315,4,23,0.174,13,18,0.722,13,46,20,10,3,12,14,33,78,0.423,2,16,0.125,10,15,0.667,9,52,23,7,11,18,16
1105,4013,LAL,40,2015-01-15,Home,CLE,L,102,109,39,76,0.513,8,24,0.333,16,23,0.696,8,35,26,4,1,11,26,37,78,0.474,9,30,0.3,26,36,0.722,12,38,14,8,3,9,15
1110,4513,LAL,45,2015-01-25,Home,HOU,L,87,99,34,79,0.43,1,13,0.077,18,25,0.72,13,53,20,4,2,21,18,35,87,0.402,13,44,0.295,16,21,0.762,11,46,22,13,4,14,23
1111,4613,LAL,46,2015-01-27,Home,WAS,L,92,98,37,87,0.425,5,20,0.25,13,16,0.813,8,38,17,9,4,11,19,38,78,0.487,4,16,0.25,18,27,0.667,9,51,19,8,2,16,18
1112,4713,LAL,47,2015-01-29,Home,CHI,W,123,118,50,106,0.472,3,9,0.333,20,25,0.8,18,54,26,5,8,13,27,43,104,0.413,6,25,0.24,26,32,0.813,17,49,26,9,6,11,21
1117,5215,LAL,52,2015-02-10,Home,DEN,L,96,106,37,85,0.435,6,18,0.333,16,27,0.593,14,43,23,3,2,10,24,43,79,0.544,4,16,0.25,16,23,0.696,4,35,25,9,8,7,22
1119,5413,LAL,54,2015-02-20,Home,BRK,L,105,114,41,89,0.461,4,23,0.174,19,29,0.655,14,46,22,10,4,10,18,42,89,0.472,10,21,0.476,20,24,0.833,13,46,29,7,2,11,20
1120,5513,LAL,55,2015-02-22,Home,BOS,W,118,111,43,84,0.512,7,18,0.389,25,38,0.658,6,46,22,8,4,17,27,42,98,0.429,8,33,0.242,19,27,0.704,13,48,27,9,5,16,31
1122,5713,LAL,57,2015-02-27,Home,MIL,W,101,93,40,85,0.471,6,18,0.333,15,22,0.682,9,50,23,7,5,12,21,34,87,0.391,4,17,0.235,21,29,0.724,13,49,18,7,6,11,17
1123,5813,LAL,58,2015-03-01,Home,OKC,L,101,108,40,90,0.444,9,25,0.36,12,18,0.667,9,49,25,6,6,9,20,40,97,0.412,11,32,0.344,17,23,0.739,16,55,21,5,6,9,16
1127,6215,LAL,62,2015-03-08,Home,DAL,L,93,100,38,82,0.463,2,14,0.143,15,21,0.714,15,47,23,5,5,16,24,38,78,0.487,9,26,0.346,15,22,0.682,6,33,21,10,7,7,20
1128,6313,LAL,63,2015-03-10,Home,DET,W,93,85,32,75,0.427,3,13,0.231,26,30,0.867,10,46,23,8,1,11,17,32,84,0.381,8,35,0.229,13,19,0.684,12,42,20,10,8,12,23
1129,6413,LAL,64,2015-03-12,Home,NYK,L,94,101,38,90,0.422,5,18,0.278,13,21,0.619,15,51,18,6,4,13,26,36,77,0.468,9,18,0.5,20,26,0.769,4,33,27,5,9,8,19
1130,6513,LAL,65,2015-03-15,Home,ATL,L,86,91,34,85,0.4,7,18,0.389,11,15,0.733,19,54,21,6,4,21,22,34,76,0.447,5,23,0.217,18,27,0.667,7,34,25,9,6,10,14
1132,6713,LAL,67,2015-03-19,Home,UTA,L,73,80,31,77,0.403,3,11,0.273,8,17,0.471,9,43,20,9,3,14,22,25,62,0.403,9,25,0.36,21,31,0.677,2,36,19,11,8,14,17
1133,6813,LAL,68,2015-03-22,Home,PHI,W,101,87,39,81,0.481,5,14,0.357,18,22,0.818,13,52,21,4,9,13,21,32,89,0.36,9,27,0.333,14,21,0.667,13,39,22,4,6,8,21
1139,7413,LAL,74,2015-04-01,Home,NOP,L,92,113,37,83,0.446,5,16,0.313,13,21,0.619,12,35,22,4,2,5,17,44,78,0.564,9,16,0.563,16,21,0.762,9,40,31,3,7,6,18
1140,7513,LAL,75,2015-04-03,Home,POR,L,77,107,31,82,0.378,5,14,0.357,10,17,0.588,6,43,13,4,6,11,10,43,88,0.489,10,26,0.385,11,11,1.0,6,53,21,7,6,8,14
1141,7613,LAL,76,2015-04-05,Home,LAC,L,78,106,29,75,0.387,7,17,0.412,13,22,0.591,14,41,17,3,3,17,18,40,75,0.533,15,27,0.556,11,18,0.611,7,40,27,10,1,10,20
1144,7913,LAL,79,2015-04-10,Home,MIN,W,106,98,41,83,0.494,9,23,0.391,15,24,0.625,14,46,35,6,2,12,22,32,74,0.432,3,15,0.2,31,34,0.912,9,39,17,7,3,12,20
1145,8013,LAL,80,2015-04-12,Home,DAL,L,106,120,34,78,0.436,9,24,0.375,29,36,0.806,6,37,20,4,4,12,20,45,83,0.542,10,21,0.476,20,26,0.769,7,42,31,7,9,12,20
1147,8213,LAL,82,2015-04-15,Home,SAC,L,99,122,36,94,0.383,7,24,0.292,20,25,0.8,16,46,22,6,8,14,28,46,84,0.548,8,17,0.471,22,41,0.537,6,42,30,10,4,10,16
